Word,Infinitive,English_Translation,Word_Type,Jaro_Score
rilassati,rilassato,relaxed,"adj, verb",0.5873015873015873
buco,buco,hole,nm,0.0
conversazione,conversazione,conversation,nf,0.9209401709401709
dover,dovere,to have to,verb,0.6333333333333333
speravo,sperare,to hope,verb,0.42857142857142855
attesa,attesa,wait,nf,0.611111111111111
pensiero,pensiero,thought,nm,0.0
rimane,rimanere,to stay,verb,0.4365079365079365
benvenuti,benvenuto,welcome,"adj, m, pl",0.5026455026455027
conoscenza,conoscenza,knowledge,nf,0.4333333333333333
ponte,ponte,bridge,nm,0.45555555555555555
malato,malato,sick,"adj, nm",0.0
claire,chiaro,clear,adj,0.8222222222222223
sedia,sedia,chair,nf,0.4666666666666666
vedremo,vedere,to see,verb,0.4365079365079365
omicidi,omicidio,murders,"nm, pl",0.5238095238095238
walter,walter,Walter,nm,0.888888888888889
finale,finale,final,"adj, nm, nf",0.9444444444444445
impronte,impronta,fingerprints,"nf, pl",0.6388888888888888
sistemare,sistemare,to arrange,verb,0.6148148148148148
pensiamo,pensare,to think,verb,0.4166666666666667
emma,emma,Emma,nf,0.8333333333333334
succedere,succedere,to happen,verb,0.40740740740740744
avrò,avere,to have,verb,0.0
emily,emily,Emily,nf,0.8666666666666667
ghiaccio,ghiaccio,ice,nm,0.6388888888888888
tracce,traccia,traces,"nf, pl",0.888888888888889
bottiglia,bottiglia,bottle,nf,0.7962962962962963
accettato,accettare,to accept,"verb, adj, m, sg",0.7037037037037037
indagine,indagine,investigation,nf,0.6260683760683761
pensava,pensare,to think,verb,0.0
passata,passare,passed,"adj, nf, verb",0.746031746031746
super,super,great,"adj, adv, nm",0.4666666666666666
eppure,eppure,yet,"adv, conj",0.5
fottuto,fottere,fucking,"adj, verb",0.42857142857142855
propria,proprio,own,"adj, pron",0.4920634920634921
tiro,tiro,shot,nm,0.5
cadere,cadere,to fall,verb,0.0
ll,lo,it,pron,0.0
diversa,diverso,different,adj,0.671957671957672
sguardo,sguardo,look,nm,0.0
perdita,perdita,loss,nf,0.0
milione,milione,million,"nm, num",0.9047619047619048
camminare,camminare,to walk,"verb, nm",0.41798941798941797
eccoci,eccoci,here we are,"interj, pron",0.41919191919191917
dan,danno,damage,nm,0.6666666666666666
pratica,pratico,practice,"nf, adj",0.8134920634920636
americani,americano,American,"adj, nm",0.8842592592592592
primi,primo,first,"adj, nm, pl",0.43333333333333335
villaggio,villaggio,village,nm,0.8412698412698413
scuse,scusa,excuses,"nf, pl",0.7904761904761904
fantasma,fantasma,ghost,nm,0.3833333333333333
trovarlo,trovare,to find it,"verb, obj",0.48333333333333334
potevi,potere,to be able to,verb,0.46581196581196577
preferisco,preferire,to prefer,verb,0.7555555555555555
scusatemi,scusare,excuse me,verb,0.7037037037037037
ispettore,ispettore,inspector,nm,0.8518518518518517
teoria,teoria,theory,nf,0.7777777777777777
chiamami,chiamare,call me,"verb, pron",0.6011904761904762
dovere,dovere,to have to,"verb, nm",0.6
camion,camion,truck,nm,0.0
parco,parco,park,nm,0.7833333333333333
palazzo,palazzo,building,nm,0.4226190476190476
privato,privato,private,"adj, nm",0.9047619047619048
dovreste,dovere,to have to,verb,0.6333333333333333
troia,troia,prostitute,nf,0.65
chiede,chiedere,to ask,verb,0.0
volessi,volere,to want,verb,0.42857142857142855
purtroppo,purtroppo,unfortunately,adv,0.5007122507122507
eccola,ecco,here she is,other,0.41919191919191917
preoccupata,preoccupato,worried,adj,0.45598845598845594
area,area,area,nf,1.0
aspettavo,aspettare,to wait,verb,0.335978835978836
prenderti,prendere,to take you,"verb, obj",0.3013468013468013
accusa,accusa,accusation,nf,0.8666666666666667
crederci,credere,to believe it,"verb, pron",0.42414529914529914
martin,mattino,morning,"m, nm",0.6626984126984127
stelle,stella,stars,"nf, pl",0.5777777777777778
direttamente,direttamente,directly,adv,0.6805555555555557
ie,ieri,yesterday,adv,0.5370370370370371
aiuta,aiutare,to help,verb,0.0
esserlo,essere,to be it,"verb, pron",0.4226190476190476
voler,volere,to want,verb,0.44761904761904764
cento,cento,hundred,num,0.44761904761904764
fidanzata,fidanzato,fiancee,nf,0.671957671957672
andarmene,andaresene,to leave,verb,0.4583333333333333
seriamente,seriamente,seriously,adv,0.6148148148148148
pista,pista,track,nf,0.0
terza,terzo,third,"adj, nf",0.6
desiderio,desiderio,desire,nm,0.8333333333333334
preoccupi,preoccupare,to worry,verb,0.41203703703703703
mentendo,mentire,to lie,verb,0.5277777777777778
ubriaco,ubriaco,drunk,"adj, nm",0.3952380952380952
angelo,angelo,angel,nm,0.9444444444444445
tradurre,tradurre,to translate,verb,0.611111111111111
luci,luce,lights,"nf, pl",0.611111111111111
popolo,popolo,people,nm,0.7777777777777777
case,casa,houses,"nf, pl",0.611111111111111
grace,grazia,grace,nf,1.0
dita,dito,fingers,"nf, pl",0.46428571428571425
vince,vincere,to win,verb,0.0
infermiera,infermiere,nurse,nf,0.5222222222222221
altezza,altezza,height,nf,0.4365079365079365
seduta,sedere,sitting,"nf, adj, verb",0.5396825396825397
minaccia,minacciare,threat,"nf, verb",0.4305555555555555
età,età,age,nf,0.0
controlla,controllare,to check,verb,0.4583333333333333
nazionale,nazionale,national,"adj, nf",0.8842592592592592
genio,genio,genius,m,0.8222222222222223
caduto,cadere,fallen,"adj, nm, verb",0.4444444444444444
corri,correre,to run,verb,0.5777777777777778
cinema,cinema,cinema,nm,1.0
t,ti,you,"pron, obj",0.0
passati,passare,passed,"verb, adj, nm",0.746031746031746
tetto,tetto,roof,nm,0.0
alcuna,alcuno,any,"adj, pron",0.5
stella,stella,star,nf,0.611111111111111
josh,josh,josh,verb,1.0
media,medio,average,"adj, nf",0.5619047619047619
politica,politico,politics,"nf, adj",0.9166666666666666
voci,voce,voices,"nf, pl",0.8055555555555555
suono,suonare,sound,"nm, verb",0.7833333333333333
to,tuo,your,"adj, pron",0.5833333333333334
copertura,copertura,coverage,nf,0.7268518518518517
conosciamo,conoscere,to know,verb,0.5761904761904763
vissuto,vivere,lived,"verb, adj, nm",0.3952380952380952
piaci,piacere,to like,verb,0.44761904761904764
internet,internet,internet,nm,1.0
eric,erica,heather,nf,0.46428571428571425
lettere,lettera,letters,"nf, pl",0.9047619047619048
occupato,occupare,busy,"adj, verb",0.4583333333333333
sposata,sposato,married,adj,0.0
cancro,cancro,cancer,nm,0.888888888888889
numeri,numero,numbers,"nm, pl",0.8492063492063492
diamo,dare,to give,verb,0.0
credimi,credere,to believe me,"verb, obj",0.47985347985347987
compagno,compagno,companion,"nm, adj",0.8842592592592592
merito,meritare,merit,"nm, verb",0.9444444444444445
società,società,society,nf,0.9047619047619048
quand',quando,when,"adv, conj",0.47222222222222215
nient',niente,nothing,"pron, adv",0.5317460317460317
spada,spada,sword,nf,0.6
vedermi,vedere,to see me,"verb, pron, obj",0.5873015873015873
scendere,scendere,to go down,verb,0.4083333333333334
pazienti,paziente,patients,"nm, nf, adj, pl",0.8333333333333334
kim,chi,who,pron,0.0
dirgli,dire,to tell him,"verb, indir obj",0.5050505050505051
leggi,legge,laws,"nf, pl",0.48333333333333334
cambia,cambiare,to change,verb,0.5185185185185185
facevo,fare,to do,verb,0.45555555555555555
pete,peta,spots,"nf, pl",0.6333333333333333
sentita,sentire,to hear,"verb, adj",0.42857142857142855
diventata,diventare,to become,verb,0.40740740740740744
perfettamente,perfettamente,perfectly,adv,0.7094017094017094
ragazzina,ragazzino,young girl,nf,0.4333333333333333
bicchiere,bicchiere,glass,nm,0.0
autobus,autobus,bus,nm,0.4920634920634921
dargli,dare,to give to him,verb,0.4920634920634921
vuoto,vuoto,empty,"adj, nm",0.4666666666666666
porte,porta,doors,"nf, pl",0.6
animale,animale,animal,"nm, adj",0.9523809523809524
jason,jason,Jason,nm,0.8666666666666667
azienda,azienda,company,nf,0.35714285714285715
sabato,sabato,Saturday,nm,0.5138888888888888
pollo,pollo,chicken,nm,0.0
spiaggia,spiaggia,beach,nf,0.44166666666666665
ordinato,ordinato,orderly,adj,0.6011904761904762
gesu,Gesù,Jesus,nm,0.7833333333333333
