Word,Infinitive,English_Translation,Word_Type,Jaro_Score,Initial_Jaro,Rule_Chain,Max_Jaro_Score
angeles,angelo,angels,"nm, pl",0.9523809523809524,0.9523809523809524,,0.9523809523809524
fiume,fiume,river,nm,0.6,0.6,,0.6
schiena,schiena,back,nf,0.46428571428571425,0.46428571428571425,,0.46428571428571425
sindaco,sindaco,mayor,nm,0.0,0.0,,0.0
nonostante,nonostante,despite,"prep, conj, adv",0.5761904761904763,0.5761904761904763,,0.5761904761904763
campagna,campagna,countryside,nf,0.4772727272727273,0.4772727272727273,,0.4772727272727273
scott,cuocere,cooked,"adj, verb",0.5777777777777778,0.5777777777777778,,0.5777777777777778
coglione,coglione,idiot,"nm, adj",0.3833333333333333,0.3833333333333333,,0.3833333333333333
rachel,rachel,Rachel,nf,0.888888888888889,1.0,,1.0
bobby,bobby,bobby pin,nm,0.8518518518518517,0.875,,0.875
dettagli,dettaglio,details,"nm, pl",0.8134920634920636,0.8134920634920636,,0.8134920634920636
chiaramente,chiaramente,clearly,adv,0.5670995670995671,0.5670995670995671,,0.5670995670995671
capace,capace,capable,adj,0.8492063492063492,0.8492063492063492,,0.8492063492063492
distrutto,distruggere,destroyed,"adj, verb",0.7037037037037037,0.7037037037037037,,0.7037037037037037
importanza,importanza,importance,nf,0.8666666666666667,0.8666666666666667,suffix-anza-ance,1.0
particolare,particolare,particular,"adj, nm",0.9060606060606061,0.9060606060606061,,0.9060606060606061
stanco,stanco,tired,adj,0.45555555555555555,0.45555555555555555,,0.45555555555555555
mantenere,mantenere,to maintain,verb,0.436026936026936,0.7268518518518517,,0.7268518518518517
richiesta,richiesta,request,nf,0.671957671957672,0.671957671957672,,0.671957671957672
parecchio,parecchio,a lot,"adj, adv, pron",0.43703703703703706,0.4537037037037037,,0.4537037037037037
principale,principale,main,"adj, nmf",0.5666666666666667,0.5666666666666667,,0.5666666666666667
rose,rosa,pink,"adj, nm",0.0,0.0,,0.0
insegnato,insegnare,taught,"verb, adj",0.5185185185185185,0.5185185185185185,,0.5185185185185185
faccenda,faccenda,matter,nf,0.5277777777777778,0.5277777777777778,,0.5277777777777778
vento,vento,wind,nm,0.48333333333333334,0.48333333333333334,,0.48333333333333334
matto,matto,mad,"adj, nm",0.6888888888888888,0.6888888888888888,,0.6888888888888888
convinto,convincere,convinced,"adj, verb",0.8055555555555555,0.8055555555555555,,0.8055555555555555
rovinato,rovinare,ruined,"adj, verb",0.625,0.625,,0.625
campione,campione,champion,nm,0.9166666666666666,0.9166666666666666,replace-ch-c + suffix-e-,1.0
buonasera,buonasera,good evening,"f, interj",0.4166666666666667,0.42424242424242414,,0.42424242424242414
decisamente,decisamente,decidedly,adv,0.6700336700336701,0.6700336700336701,,0.6700336700336701
washington,Washington,Washington,nm,0.9333333333333332,1.0,,1.0
sbagliata,sbagliato,wrong,adj,0.43703703703703706,0.43703703703703706,,0.43703703703703706
mercato,mercato,market,nm,0.6428571428571429,0.6428571428571429,,0.6428571428571429
valore,valore,value,nm,0.8222222222222223,0.8222222222222223,,0.8222222222222223
sbrigati,sbrigarsi,hurry up,verb,0.4166666666666667,0.4226190476190476,,0.4226190476190476
salire,salire,to go up,verb,0.0,0.0,,0.0
spiegare,spiegare,to explain,verb,0.44722222222222224,0.5238095238095238,,0.5238095238095238
eddie,eddie,Eddie,m,0.8666666666666667,1.0,,1.0
bellezza,bellezza,beauty,nf,0.5277777777777778,0.5277777777777778,,0.5277777777777778
rilassati,rilassato,relaxed,"adj, verb",0.5873015873015873,0.5873015873015873,,0.5873015873015873
buco,buco,hole,nm,0.0,0.0,,0.0
conversazione,conversazione,conversation,nf,0.9209401709401709,0.9209401709401709,suffix-zione-tion,1.0
attesa,attesa,wait,nf,0.611111111111111,0.611111111111111,,0.611111111111111
pensiero,pensiero,thought,nm,0.0,0.0,,0.0
conoscenza,conoscenza,knowledge,nf,0.4333333333333333,0.4333333333333333,,0.4333333333333333
ponte,ponte,bridge,nm,0.45555555555555555,0.45555555555555555,,0.45555555555555555
malato,malato,sick,"adj, nm",0.0,0.0,,0.0
sedia,sedia,chair,nf,0.4666666666666666,0.4666666666666666,,0.4666666666666666
walter,walter,Walter,nm,0.888888888888889,1.0,,1.0
finale,finale,final,"adj, nm, nf",0.9444444444444445,0.9444444444444445,suffix-ale-al,1.0
impronte,impronta,fingerprints,"nf, pl",0.6388888888888888,0.6388888888888888,,0.6388888888888888
sistemare,sistemare,to arrange,verb,0.6148148148148148,0.335978835978836,,0.335978835978836
emma,emma,Emma,nf,0.8333333333333334,1.0,,1.0
emily,emily,Emily,nf,0.8666666666666667,1.0,,1.0
ghiaccio,ghiaccio,ice,nm,0.6388888888888888,0.6388888888888888,,0.6388888888888888
tracce,traccia,traces,"nf, pl",0.888888888888889,0.888888888888889,suffix-es-e + replace-cc-c,1.0
bottiglia,bottiglia,bottle,nf,0.7962962962962963,0.7962962962962963,,0.7962962962962963
indagine,indagine,investigation,nf,0.6260683760683761,0.6260683760683761,,0.6260683760683761
super,super,great,"adj, adv, nm",0.4666666666666666,0.4666666666666666,,0.4666666666666666
eppure,eppure,yet,"adv, conj",0.5,0.5,,0.5
fottuto,fottere,fucking,"adj, verb",0.42857142857142855,0.42857142857142855,,0.42857142857142855
tiro,tiro,shot,nm,0.5,0.5,,0.5
cadere,cadere,to fall,verb,0.0,0.47222222222222215,,0.47222222222222215
ll,lo,it,pron,0.0,0.0,,0.0
sguardo,sguardo,look,nm,0.0,0.0,,0.0
perdita,perdita,loss,nf,0.0,0.0,,0.0
camminare,camminare,to walk,"verb, nm",0.41798941798941797,0.4537037037037037,,0.4537037037037037
eccoci,eccoci,here we are,"interj, pron",0.41919191919191917,0.4259259259259259,,0.4259259259259259
pratica,pratico,practice,"nf, adj",0.8134920634920636,0.8134920634920636,,0.8134920634920636
villaggio,villaggio,village,nm,0.8412698412698413,0.8412698412698413,,0.8412698412698413
scuse,scusa,excuses,"nf, pl",0.7904761904761904,0.7904761904761904,,0.7904761904761904
fantasma,fantasma,ghost,nm,0.3833333333333333,0.3833333333333333,,0.3833333333333333
preferisco,preferire,to prefer,verb,0.7555555555555555,0.8666666666666667,,0.8666666666666667
ispettore,ispettore,inspector,nm,0.8518518518518517,0.8518518518518517,,0.8518518518518517
teoria,teoria,theory,nf,0.7777777777777777,0.7777777777777777,suffix-ia-y + replace-t-th,1.0
camion,camion,truck,nm,0.0,0.0,,0.0
parco,parco,park,nm,0.7833333333333333,0.7833333333333333,,0.7833333333333333
palazzo,palazzo,building,nm,0.4226190476190476,0.4226190476190476,,0.4226190476190476
privato,privato,private,"adj, nm",0.9047619047619048,0.9047619047619048,suffix-ato-ate,1.0
troia,troia,prostitute,nf,0.65,0.65,,0.65
purtroppo,purtroppo,unfortunately,adv,0.5007122507122507,0.5007122507122507,,0.5007122507122507
preoccupata,preoccupato,worried,adj,0.45598845598845594,0.45598845598845594,,0.45598845598845594
area,area,area,nf,1.0,1.0,,1.0
accusa,accusa,accusation,nf,0.8666666666666667,0.8666666666666667,,0.8666666666666667
martin,mattino,morning,"m, nm",0.6626984126984127,0.6626984126984127,,0.6626984126984127
stelle,stella,stars,"nf, pl",0.5777777777777778,0.5777777777777778,,0.5777777777777778
direttamente,direttamente,directly,adv,0.6805555555555557,0.6805555555555557,,0.6805555555555557
cento,cento,hundred,num,0.44761904761904764,0.44761904761904764,,0.44761904761904764
andarmene,andaresene,to leave,verb,0.4583333333333333,0.5407407407407407,,0.5407407407407407
seriamente,seriamente,seriously,adv,0.6148148148148148,0.6148148148148148,,0.6148148148148148
pista,pista,track,nf,0.0,0.0,,0.0
desiderio,desiderio,desire,nm,0.8333333333333334,0.8333333333333334,,0.8333333333333334
ubriaco,ubriaco,drunk,"adj, nm",0.3952380952380952,0.3952380952380952,,0.3952380952380952
tradurre,tradurre,to translate,verb,0.611111111111111,0.6481481481481481,,0.6481481481481481
popolo,popolo,people,nm,0.7777777777777777,0.7777777777777777,,0.7777777777777777
dita,dito,fingers,"nf, pl",0.46428571428571425,0.46428571428571425,,0.46428571428571425
infermiera,infermiere,nurse,nf,0.5222222222222221,0.5222222222222221,,0.5222222222222221
altezza,altezza,height,nf,0.4365079365079365,0.4365079365079365,,0.4365079365079365
seduta,sedere,sitting,"nf, adj, verb",0.5396825396825397,0.5396825396825397,,0.5396825396825397
minaccia,minacciare,threat,"nf, verb",0.4305555555555555,0.4305555555555555,,0.4305555555555555
età,età,age,nf,0.0,0.0,,0.0
nazionale,nazionale,national,"adj, nf",0.8842592592592592,0.8842592592592592,replace-z-t + suffix-ale-al,1.0
genio,genio,genius,m,0.8222222222222223,0.8222222222222223,,0.8222222222222223
cinema,cinema,cinema,nm,1.0,1.0,,1.0
tetto,tetto,roof,nm,0.0,0.0,,0.0
josh,josh,josh,verb,1.0,1.0,,1.0
media,medio,average,"adj, nf",0.5619047619047619,0.5619047619047619,,0.5619047619047619
politica,politico,politics,"nf, adj",0.9166666666666666,0.9166666666666666,suffix-ica-ics,1.0
copertura,copertura,coverage,nf,0.7268518518518517,0.7268518518518517,,0.7268518518518517
internet,internet,internet,nm,1.0,1.0,,1.0
eric,erica,heather,nf,0.46428571428571425,0.46428571428571425,,0.46428571428571425
occupato,occupare,busy,"adj, verb",0.4583333333333333,0.4583333333333333,,0.4583333333333333
sposata,sposato,married,adj,0.0,0.0,,0.0
cancro,cancro,cancer,nm,0.888888888888889,0.888888888888889,,0.888888888888889
compagno,compagno,companion,"nm, adj",0.8842592592592592,0.8842592592592592,,0.8842592592592592
merito,meritare,merit,"nm, verb",0.9444444444444445,0.9444444444444445,suffix-o-,1.0
società,società,society,nf,0.9047619047619048,0.9047619047619048,suffix-tà-ty,1.0
spada,spada,sword,nf,0.6,0.6,,0.6
scendere,scendere,to go down,verb,0.4083333333333334,0.3611111111111111,,0.3611111111111111
leggi,legge,laws,"nf, pl",0.48333333333333334,0.48333333333333334,,0.48333333333333334
pete,peta,spots,"nf, pl",0.6333333333333333,0.6333333333333333,,0.6333333333333333
perfettamente,perfettamente,perfectly,adv,0.7094017094017094,0.7094017094017094,,0.7094017094017094
bicchiere,bicchiere,glass,nm,0.0,0.0,,0.0
autobus,autobus,bus,nm,0.4920634920634921,0.4920634920634921,,0.4920634920634921
vuoto,vuoto,empty,"adj, nm",0.4666666666666666,0.4666666666666666,,0.4666666666666666
porte,porta,doors,"nf, pl",0.6,0.6,,0.6
jason,jason,Jason,nm,0.8666666666666667,1.0,,1.0
azienda,azienda,company,nf,0.35714285714285715,0.35714285714285715,,0.35714285714285715
sabato,sabato,Saturday,nm,0.5138888888888888,0.6388888888888888,,0.6388888888888888
pollo,pollo,chicken,nm,0.0,0.0,,0.0
spiaggia,spiaggia,beach,nf,0.44166666666666665,0.44166666666666665,,0.44166666666666665
ordinato,ordinato,orderly,adj,0.6011904761904762,0.6011904761904762,,0.6011904761904762
gesu,Gesù,Jesus,nm,0.7833333333333333,0.7833333333333333,,0.7833333333333333
